3.000000	46.852122
23.000000	178.676107
0.000000	86.154024
6.000000	68.707614
15.000000	139.737693
17.000000	141.988903
12.000000	94.477135
8.000000	86.083788
9.000000	97.265824
7.000000	80.400027
8.000000	83.414554
1.000000	52.525471
16.000000	127.060008
9.000000	101.639269
14.000000	146.412680
15.000000	144.157101
17.000000	152.699910
19.000000	136.669023
21.000000	166.971736
21.000000	165.467251
3.000000	38.455193
6.000000	75.557721
4.000000	22.171763
5.000000	50.321915
0.000000	74.412428
5.000000	42.052392
1.000000	42.489057
14.000000	139.185416
21.000000	140.713725
5.000000	63.222944
5.000000	56.294626
9.000000	91.674826
22.000000	173.497655
17.000000	152.692482
9.000000	113.920633
1.000000	51.552411
9.000000	100.075315
16.000000	137.803868
18.000000	135.925777
3.000000	45.550762
16.000000	149.933224
2.000000	27.914173
6.000000	62.103546
20.000000	173.942381
12.000000	119.200505
6.000000	70.730214
16.000000	156.260832
15.000000	132.467643
19.000000	161.164086
17.000000	138.031844
23.000000	169.747881
11.000000	116.761920
4.000000	34.305905
6.000000	68.841160
10.000000	119.535227
20.000000	158.104763
18.000000	138.390511
5.000000	59.375794
7.000000	80.802300
11.000000	108.611485
10.000000	91.169028
15.000000	154.104819
5.000000	51.100287
3.000000	32.334330
15.000000	150.551655
10.000000	111.023073
0.000000	87.489950
2.000000	46.726299
7.000000	92.540440
15.000000	135.715438
19.000000	152.960552
19.000000	162.789223
21.000000	167.176240
22.000000	164.323358
12.000000	104.823071
1.000000	35.554328
11.000000	114.784640
1.000000	36.819570
12.000000	130.266826
12.000000	126.053312
18.000000	153.378289
7.000000	70.089159
15.000000	139.528624
19.000000	157.137999
23.000000	183.595248
7.000000	73.431043
11.000000	128.176167
22.000000	183.181247
13.000000	112.685801
18.000000	161.634783
6.000000	63.169478
7.000000	63.393975
19.000000	165.779578
14.000000	143.973398
22.000000	185.131852
3.000000	45.275591
6.000000	62.018003
0.000000	83.193398
7.000000	76.847802
19.000000	147.087386
7.000000	62.812086
1.000000	49.910068
11.000000	102.169335
11.000000	105.108121
6.000000	63.429817
12.000000	121.301542
17.000000	163.253962
13.000000	119.588698
0.000000	87.333807
20.000000	144.484066
21.000000	168.792482
23.000000	159.751246
20.000000	162.843592
14.000000	145.664069
19.000000	146.838515
12.000000	132.049377
18.000000	155.756119
22.000000	155.686345
7.000000	73.913958
1.000000	66.761881
7.000000	65.855450
6.000000	56.271026
19.000000	155.308523
12.000000	124.372873
17.000000	136.025960
14.000000	132.996861
21.000000	172.639791
17.000000	135.672594
8.000000	90.323742
5.000000	62.462698
16.000000	159.048794
14.000000	139.991227
3.000000	37.026678
9.000000	100.839901
9.000000	93.097395
15.000000	123.645221
15.000000	147.327185
1.000000	40.055830
0.000000	88.192829
17.000000	139.174517
22.000000	169.354493
17.000000	136.354272
9.000000	90.692829
7.000000	63.987997
14.000000	128.972231
10.000000	108.433394
2.000000	49.321034
19.000000	171.615671
9.000000	97.894855
0.000000	68.962453
9.000000	72.063371
22.000000	157.000070
12.000000	114.461754
6.000000	58.239465
9.000000	104.601048
8.000000	90.772359
22.000000	164.428791
5.000000	34.804083
5.000000	37.089459
22.000000	177.987605
10.000000	89.439608
6.000000	70.711362
23.000000	181.731482
20.000000	151.538932
7.000000	66.067228
6.000000	61.565125
20.000000	184.441687
9.000000	91.569158
9.000000	98.833425
17.000000	144.352866
9.000000	94.498314
15.000000	121.922732
18.000000	166.408274
10.000000	89.571299
8.000000	75.373772
22.000000	161.001478
8.000000	90.594227
5.000000	57.180933
20.000000	161.643007
8.000000	87.197370
8.000000	95.584308
15.000000	126.207221
7.000000	84.528209
18.000000	161.056986
10.000000	86.762615
1.000000	33.325906
9.000000	105.095502
2.000000	22.440421
9.000000	93.449284
14.000000	106.249595
21.000000	163.254385
22.000000	161.746628
20.000000	152.973085
17.000000	122.918987
7.000000	58.536412
1.000000	45.013277
13.000000	137.294148
10.000000	88.123737
2.000000	45.847376
20.000000	163.385797
12.000000	121.010516
19.000000	157.337044
12.000000	116.031825
15.000000	132.124872
2.000000	52.719612
6.000000	39.058368
3.000000	50.757763
20.000000	166.740333
11.000000	115.808227
21.000000	165.582995
3.000000	41.956087
3.000000	34.432370
13.000000	116.954676
1.000000	32.112553
7.000000	50.380243
7.000000	94.107791
23.000000	188.943179
18.000000	152.637773
9.000000	104.122082
18.000000	127.805226
0.000000	83.083232
15.000000	148.180104
3.000000	38.480247
8.000000	77.597839
7.000000	75.625803
11.000000	124.620208
13.000000	125.186698
5.000000	51.165922
3.000000	31.179113
15.000000	132.505727
19.000000	137.978043
9.000000	106.481123
20.000000	172.149955
11.000000	104.116556
4.000000	22.457996
20.000000	175.735047
18.000000	165.350412
22.000000	177.461724
16.000000	138.672986
17.000000	156.791788
19.000000	150.327544
